Country,Year,AnnualMeanTemp,TempVolatility,iso_code,population,gdp,co2,co2_per_capita,cumulative_co2,ghg_per_capita,greenhouse_gas,gdp_per_capita,carbon_intensity_elec,electricity_generation,CoalShare,GasShare,NuclearShare,HydroShare,SolarShare,WindShare,RenewablesShare,Low_carbonShare
Denmark,2017,8.863774733637747,5.690440382224499,DNK,5765164.0,271132202845.0,34.665,6.013,3989.904,9.282,53.512,47029.39983060326,282.85,30.9,20.097087378640776,6.5372168284789645,0.0,0.06472491909385113,2.4271844660194173,47.83171521035599,70.55016181229774,70.55016181229774
Denmark,2018,9.700061557402277,7.381827695272408,DNK,5793824.0,276526484620.0,34.609,5.973,4024.513,9.118,52.826,47727.80198708142,296.92,30.21,21.747765640516388,6.852035749751736,0.0,0.033101621979477,3.1446540880503147,46.01125455147302,68.68586560741477,68.68586560741477
Denmark,2019,9.612658619622408,5.680058545870256,DNK,5814618.0,280656364923.0,30.95,5.323,4055.463,8.444,49.099,48267.37799852028,204.29,29.37,11.270003404834865,7.150153217568948,0.0,0.06809669731018045,3.268641470888662,54.98808307797071,78.54954034729316,78.54954034729316
Denmark,2020,5.737562189054727,1.9689200005981256,DNK,5831529.0,275058379473.0,28.3,4.853,4083.763,7.967,46.462,47167.454620049044,188.94,28.58,10.706787963610918,4.128761371588523,0.0,0.06997900629811057,4.128761371588523,57.13785864240728,82.05038488453465,82.05038488453465
Finland,2000,6.96448087431694,6.973494991753499,FIN,5176197.0,169209765102.0,57.017,11.015,2079.893,17.333,89.72,32689.977816145714,246.82,69.97,12.133771616407033,14.477633271402029,32.12805488066314,20.951836501357725,0.0,0.11433471487780476,33.41432042303845,65.54237530370159
Finland,2001,5.562252663622527,9.504089364009449,FIN,5187970.0,173703951475.0,62.52,12.051,2142.412,18.658,96.797,33482.065523701945,284.89,74.45,14.25117528542646,15.70181329751511,30.58428475486904,17.730020147750167,0.0,0.09402283411685697,28.93216924110141,59.51645399597045
Finland,2002,5.739150507848569,9.538392343931855,FIN,5200548.0,176751491921.0,65.049,12.508,2207.461,19.392,100.85,33987.08980688189,316.2,74.92,16.96476241324079,15.523224773091298,29.7650827549386,14.388681260010678,0.0,0.08008542445274959,26.468232781633738,56.23331553657235
Finland,2003,5.215981735159818,9.0923001002672,FIN,5212958.0,180408462125.0,72.658,13.938,2280.12,21.024,109.597,34607.695309457704,371.38,84.28,22.840531561461795,16.433317513051733,26.96962505932606,11.378737541528238,0.0,0.10678690080683434,22.615092548647365,49.584717607973424
Finland,2004,5.394808743169399,8.275873739354928,FIN,5228147.0,187633923914.0,68.946,13.187,2349.065,20.407,106.692,35889.18290055731,325.37,85.84,19.221808014911463,14.853215284249766,26.467847157502327,17.55591798695247,0.0,0.13979496738117425,29.8578751164958,56.32572227399814
Finland,2005,5.935312024353121,8.68688603177184,FIN,5246078.0,192990732516.0,57.064,10.877,2406.129,18.105,94.982,36787.62163200776,230.87,70.56,9.212018140589569,15.915532879818596,32.979024943310655,19.529478458049883,0.0,0.24092970521541948,33.24829931972789,66.22732426303854
Finland,2006,6.2164383561643834,9.703341759261113,FIN,5266248.0,200966858669.0,68.374,12.983,2474.503,20.052,105.598,38161.297885895234,335.76,82.29,19.844452545874343,14.971442459594117,27.840563859521204,13.962814436748086,0.0,0.19443431765706645,27.293717341110707,55.134281200631904
Finland,2007,6.4322344322344325,8.394801354399553,FIN,5288715.0,211541390078.0,66.764,12.624,2541.267,19.987,105.707,39998.636734632135,309.1,81.17,17.112233583836392,13.009732659849698,28.85302451644696,17.469508439078478,0.0,0.23407662929653814,29.96180854995688,58.81483306640385
Finland,2008,7.012750455373407,6.44385130260063,FIN,5313379.0,213226105706.0,58.625,11.033,2599.893,18.248,96.96,40130.03885211275,246.15,77.35,10.98901098901099,14.259857789269553,29.68325791855204,22.120232708468006,0.0,0.33613445378151263,35.90174531351002,65.58500323206205
Finland,2009,5.5808913308913315,8.494580061817844,FIN,5338854.0,195739132370.0,55.921,10.474,2655.813,17.012,90.827,36663.13639031897,276.16,72.06,15.445462114904245,13.627532611712462,32.65334443519289,17.610324729392172,0.0,0.38856508465167916,30.113794060505132,62.76713849569803
Finland,2010,4.505783866057839,11.465506011549273,FIN,5363347.0,201746033638.0,64.092,11.95,2719.906,18.882,101.27,37615.6966233958,314.86,80.64,18.03075396825397,13.963293650793652,28.273809523809522,16.021825396825395,0.0,0.35962301587301587,29.985119047619047,58.25892857142857
Finland,2011,6.7843226788432265,9.833252614605833,FIN,5388236.0,207084301562.0,56.646,10.513,2776.552,17.206,92.71,38432.67101923524,268.16,73.5,13.30612244897959,12.857142857142856,31.551020408163268,16.938775510204078,0.013605442176870748,0.6530612244897959,32.89795918367347,64.44897959183673
Finland,2012,5.282027929568914,8.869526861368005,FIN,5413978.0,204190196792.0,51.154,9.449,2827.705,16.207,87.746,37715.37246586521,215.17,70.41,10.083794915494957,9.558301377645222,32.65161198693367,23.945462292288028,0.0142025280499929,0.6959238744496521,40.56242011077972,73.21403209771339
Finland,2013,6.466514459665145,9.065988557755903,FIN,5439057.0,202349011206.0,51.719,9.509,2879.425,16.36,88.982,37202.958381572396,257.65,71.26,15.001403311815883,9.528487229862474,33.13219197305641,18.018523715969685,0.014033118158854897,1.080550098231827,35.966881841145096,69.09907381420152
Finland,2014,6.724358974358975,8.195602049651493,FIN,5461686.0,201610622550.0,47.622,8.719,2927.046,15.762,86.089,36913.62384252775,226.43,68.1,11.629955947136565,8.105726872246697,34.62555066079295,19.676945668135097,0.014684287812041119,1.6299559471365643,38.590308370044056,73.21585903083701
Finland,2015,7.177960927960928,6.345959973825185,FIN,5479719.0,202706706722.0,44.192,8.065,2971.238,15.298,83.83,36992.17181063481,182.04,68.61,7.462469027838507,7.579070106398484,33.88718845649322,24.44250109313511,0.014575134819997084,3.396006413059321,44.4978866054511,78.38507506194432
Finland,2016,6.0578575813382445,8.803151277438008,FIN,5495468.0,208405735062.0,47.252,8.598,3018.49,16.126,88.621,37923.20054670503,199.56,68.75,10.138181818181819,5.44,33.74545454545454,22.981818181818184,0.02909090909090909,4.465454545454546,44.232727272727274,77.97818181818181
Finland,2017,6.009436834094368,6.932369109442583,FIN,5508398.0,215058877437.0,44.657,8.107,3063.147,16.142,88.916,39042.00049397302,186.17,67.52,8.678909952606636,4.887440758293839,33.29383886255924,21.875,0.0740521327014218,7.094194312796209,46.60841232227489,79.90225118483413
Finland,2018,6.674515235457064,9.78089702394842,FIN,5515730.0,217509947213.0,45.736,8.292,3108.884,16.736,92.312,39434.480515362426,193.37,70.23,8.244340025630072,5.98035027765912,32.45051972091698,18.93777587925388,0.12815036309269542,8.315534671792681,45.76391855332479,78.21443827424177
Finland,2019,6.598421541318477,7.793715651271202,FIN,5521754.0,220173891564.0,42.444,7.687,3151.327,16.441,90.783,39873.90448107612,171.55,68.61,6.354758781518729,5.6114269056988775,34.79084681533304,18.10231744643638,0.21862702229995626,8.774231161638244,46.465529806150705,81.25637662148375
Finland,2020,2.5049751243781095,2.601295468095694,FIN,5529616.0,214988893865.0,37.72,6.821,3189.048,15.492,85.664,38879.53410598494,130.27,69.24,3.5239745811669554,5.762564991334489,33.636626227614094,22.93471981513576,0.31773541305603703,11.929520508376662,51.891969959560946,85.52859618717504
France,2000,13.202337583485125,5.322825861032827,FRA,59483716.0,2031676031476.0,407.445,6.85,31579.16,8.122,483.111,34155.16326310212,79.77,532.56,5.069851284362326,2.16125882529668,77.95553552651346,12.163887637073758,0.0018777226979119726,0.009388613489559862,12.73659305993691,90.69212858645037
France,2001,12.895890410958904,6.04477460713747,FRA,59905131.0,2077786711965.0,411.592,6.871,31990.752,7.99,478.636,34684.6201198525,68.63,542.6,3.77441946185035,2.7921120530777737,77.60412827128638,13.38370807224475,0.0018429782528566162,0.02395871728713601,14.023221525985994,91.6273497972724
France,2002,13.2020621729763,4.494756685460506,FRA,60327247.0,2107316572579.0,407.027,6.747,32397.779,7.808,471.031,34931.42282091871,75.21,551.24,4.2921413540381685,3.3324867571293812,79.23227632247297,10.681372904723895,0.0018140918656120747,0.04898048037152602,11.372541905522095,90.60481822799507
France,2003,13.550456621004567,6.804795238902811,FRA,60741119.0,2130940712046.0,412.989,6.799,32810.77,7.85,476.792,35082.34203005052,80.86,559.13,4.6965821901883285,3.464310625435945,78.88505356536048,10.257006420689285,0.0017884928370861875,0.06975122064636131,10.993865469568794,89.87891903492927
France,2004,12.739905889496054,5.94820596267035,FRA,61175244.0,2196883540402.0,414.073,6.769,33224.84,7.812,477.93,35911.31635538716,77.19,566.3,4.303372770616281,3.7171110718700344,79.15239272470423,10.248984637118136,0.001765848490199541,0.10418506092177292,11.022426275825534,90.17481900052977
France,2005,12.813366864807195,6.541637526301018,FRA,61625031.0,2238790479440.0,416.343,6.756,33641.184,7.756,477.956,36329.23899770533,85.53,569.14,4.833608602452824,4.053484204237973,79.33548863197105,8.809783181642478,0.0017570369329163301,0.16867554555996767,9.660189057173982,88.99567768914503
France,2006,13.280593607305937,6.810082266651204,FRA,62049831.0,2297018080700.0,406.669,6.554,34047.852,7.517,466.453,37018.92565509163,76.57,567.3,4.034902168164992,3.8357130266173107,79.35660144544333,9.673893883306892,0.0017627357659086907,0.3842763969680945,10.736823550149833,90.09342499559317
France,2007,12.849130036630038,4.998245317592113,FRA,62432438.0,2354672057875.0,396.461,6.35,34444.312,7.335,457.941,37715.52310475205,80.11,561.84,4.3517727466894485,3.9139256727894054,78.26605439270968,9.965470596611134,0.003559732308130428,0.7244055247045422,11.444539370639326,89.710593763349
France,2008,12.527206218564244,5.297833884155859,FRA,62780187.0,2362451821701.0,389.794,6.209,34834.109,7.205,452.329,37630.531774316,76.03,566.98,4.067162862887579,3.8590426470069485,77.50714310910438,10.963349677237291,0.00705492257222477,1.0035627358989736,12.757063741225439,90.26420685032981
France,2009,12.909416971916974,6.209692794051574,FRA,63106460.0,2295352990111.0,371.404,5.885,35205.512,6.863,433.117,36372.71033917922,75.6,528.87,4.097415243821734,3.8761888554843345,77.47461569005615,10.492181443454914,0.032144005143040826,1.4956416510673702,12.885964414695483,90.36058010475165
France,2010,11.888432267884324,6.6499094940067485,FRA,63417366.0,2342490492199.0,377.079,5.946,35582.59,6.984,442.929,36937.68189929238,78.56,562.36,4.153922754107689,4.225051568390356,76.20029874101998,10.882708585247885,0.11024966213813216,1.7675510349242478,13.635393697987055,89.83569243900705
France,2011,13.709284627092845,5.1450714952798275,FRA,63733776.0,2393401943613.0,355.127,5.572,35937.719,6.555,417.796,37553.11694717413,74.62,567.65,3.0635074429666167,5.195102616048621,77.93358583634283,8.057782084030652,0.41046419448603894,2.179159693473091,11.630406060072227,89.56399189641505
France,2012,12.670992714025502,5.861363250105859,FRA,64058465.0,2400896391731.0,358.1,5.59,36295.82,6.648,425.889,37479.76776732006,77.59,567.58,3.78096479791395,4.008245533669262,74.95154868036224,10.541245287007998,0.7805067127101025,2.674512844004369,15.019909087705695,89.97145776806794
France,2013,12.34385002286237,6.323166155690768,FRA,64387736.0,2414733629218.0,360.013,5.591,36655.832,6.72,432.705,37503.005684467615,76.29,576.75,4.133506718682272,3.188556566970091,73.45990463805808,12.46987429562202,0.8998699609882966,2.798439531859558,17.239705244906805,90.6996098829649
France,2014,13.046169108669108,4.544795477579169,FRA,64692495.0,2437822780219.0,327.809,5.067,36983.641,6.213,401.917,37683.23945797731,52.22,566.31,1.9883102894174571,2.3238155780402963,77.07439388320886,11.260616976567606,1.1283572601578642,3.0583955783934598,16.603980152213456,93.67837403542231
France,2015,13.154761904761907,5.456990376425492,FRA,64916337.0,2464953810985.0,332.131,5.116,37315.773,6.28,407.676,37971.23998208648,59.17,574.14,2.0709234681436586,3.6820287734698858,76.18873445501097,9.677082244748668,1.3498449855435957,3.730797366495977,15.996098512557912,92.18483296756888
France,2016,12.779310344827586,5.771249655890923,FRA,65086853.0,2491956183265.0,335.496,5.155,37651.266,6.333,412.226,38286.628841388294,68.62,558.84,1.8305776250805241,6.257605039009376,72.14945243719131,10.886837019540478,1.5496385369694368,3.8257819769522574,17.715267339488943,89.86471977668026
France,2017,13.118112633181127,6.003105001358755,FRA,65284775.0,2549057506683.0,338.368,5.183,37989.637,6.555,427.92,39045.206277926205,78.31,555.74,2.305034728470148,7.287580523266275,71.68100190736676,8.99701299168676,1.596070104725231,4.428329794508223,16.5383092813186,88.21931118868535
France,2018,13.321971477824793,6.137953320725646,FRA,65519537.0,2596599107835.0,323.102,4.931,38312.738,6.093,399.243,39630.91356758214,59.92,576.24,1.4421074552269888,5.301610440094405,71.66111342496183,11.299111481327225,1.9349576565320006,4.963209773705401,19.757392753019573,91.41850617798139
France,2019,13.457793209876543,5.775142216308339,FRA,65729460.0,2644453795826.0,316.321,4.812,38629.059,6.285,413.097,40232.398011880825,59.79,565.52,0.6436553968029425,6.938746640260292,70.55630216437969,10.063304569246004,2.125477436695431,6.1394822464280665,19.963927005234122,90.52022916961381
France,2020,10.453565505804312,3.1654291187074333,FRA,65905273.0,2438594133224.0,281.515,4.272,38910.574,5.52,363.796,37001.502644924934,59.08,527.25,0.5860597439544808,6.685633001422476,67.108582266477,11.857752489331437,2.482693219535325,7.59601706970128,23.713608345187293,90.8221906116643
Georgia,2000,13.988312082574378,9.18548710940768,GEO,4328361.0,23550477143.0,4.497,1.039,470.845,1.34,5.798,5440.9687969649485,152.17,7.36,0.0,18.342391304347828,0.0,78.80434782608695,0.0,0.0,78.80434782608695,78.80434782608695
Georgia,2001,13.945211786372008,8.45870666630806,GEO,4209641.0,24543619701.0,3.723,0.884,474.568,1.101,4.635,5830.335579922374,146.8,6.88,0.0,19.186046511627907,0.0,79.79651162790698,0.0,0.0,79.79651162790698,79.79651162790698
Georgia,2002,13.49199753770391,8.717570040914008,GEO,4127854.0,25794086372.0,3.347,0.811,477.914,2.824,11.656,6248.7884435835185,65.37,7.19,0.0,5.702364394993046,0.0,93.18497913769124,0.0,0.0,93.18497913769124,93.18497913769124
Georgia,2003,13.24703196347032,8.52469310204491,GEO,4085489.0,28539726793.0,3.731,0.913,481.645,0.543,2.22,6985.633003295322,77.47,7.1,0.0,7.887323943661972,0.0,90.98591549295774,0.0,0.0,90.98591549295774,90.98591549295774
Georgia,2004,13.706284153005464,8.138587690919532,GEO,4056076.0,30055110813.0,4.278,1.055,485.923,0.843,3.418,7409.898338443362,100.58,6.86,0.0,11.224489795918368,0.0,87.31778425655976,0.0,0.0,87.31778425655976,87.31778425655976
Georgia,2005,13.976258309591644,8.67055240536785,GEO,4026135.0,32780625465.0,5.046,1.253,490.968,0.984,3.963,8141.958842661758,111.11,7.2,0.0,12.083333333333334,0.0,85.69444444444444,0.0,0.0,85.69444444444444,85.69444444444444
Georgia,2006,6.242609582059123,11.963193852967784,GEO,3996584.0,35705812889.0,6.273,1.57,497.241,1.179,4.71,8934.082929071426,200.8,7.47,0.0,28.7817938420348,0.0,70.41499330655957,0.0,0.0,70.41499330655957,70.41499330655957
Germany,2000,11.165636667954166,6.067743150971585,DEU,81797255.0,2718560455818.0,898.976,10.99,76223.82,12.743,1042.311,33235.35069505694,573.16,568.95,52.145179717022586,8.647508568415502,29.811055453027507,3.819316284383513,0.0,1.6433781527374984,6.223745496089286,36.03480094911679
Germany,2001,9.757853937168504,7.165774017665248,DEU,81933882.0,2793373055251.0,915.255,11.171,77139.078,12.854,1053.208,34093.01484398115,565.48,578.94,50.73755484160707,9.58648564618095,29.58855839983418,3.926140878156631,0.01727294711023595,1.8067502677306804,6.542992365357376,36.131550765191555
Germany,2002,10.676939713436065,6.577320238271055,DEU,82068328.0,2822441773260.0,898.834,10.952,78037.906,12.6,1034.082,34391.3643916323,569.62,583.76,51.32246128545979,9.644374400438537,28.237631903521997,3.9605317253665895,0.034260655063724825,2.716869946553378,7.621282718925586,35.858914622447585
Germany,2003,9.225851851851854,8.216958629736682,DEU,82111619.0,2831676106520.0,894.501,10.894,78932.414,12.512,1027.411,34485.693267355986,570.01,602.03,50.60046841519525,10.396491869175955,27.41723834360414,3.0430377223726395,0.051492450542331786,3.170938325332625,7.752105376808466,35.169343720412606
Germany,2004,10.291287565481113,7.0004353010631375,DEU,82092706.0,2894624877966.0,876.57,10.678,79808.984,12.269,1007.236,35260.43931315895,554.71,609.6,49.01082677165354,10.280511811023622,27.406496062992126,3.403871391076115,0.09186351706036747,4.268372703412073,9.509514435695538,36.91601049868766
Germany,2005,10.113349613349614,7.401387558066734,DEU,82046733.0,2945460930734.0,867.88,10.578,80676.867,12.119,994.287,35899.79543407292,546.3,613.34,46.97883718655231,11.769980761078683,26.583950174454625,3.2021391071836174,0.2135846349496201,4.527668177519809,10.341735415919391,36.925685590374016
Germany,2006,9.53940110323089,7.912316567429189,DEU,81701971.0,3086359147617.0,886.434,10.85,81563.297,12.363,1010.108,37775.8224170259,536.21,630.2,45.84735004760393,11.858140272929228,26.5423675023802,3.1783560774357342,0.3602031101237702,4.969850841002856,11.513805141225006,38.0561726436052
Germany,2007,10.509544390419594,6.200103840425664,DEU,81298546.0,3220275669650.0,846.153,10.408,82409.453,11.964,972.651,39610.495243666475,551.81,631.1,47.07653303755348,12.272223102519412,22.267469497702425,3.354460465853272,0.49754397084455715,6.418951037870385,14.1720804943749,36.439549992077325
Germany,2008,10.437002422983731,6.420123994679186,DEU,81110780.0,3289020399474.0,856.643,10.561,83266.094,12.07,978.997,40549.73210064063,525.41,632.29,43.525913742112,13.993578895759859,23.484477059577095,3.2326938588306002,0.7132802985971627,6.544465356086607,14.925113476411141,38.40959053598824
Germany,2009,10.14125021466598,7.607213324609993,DEU,80935276.0,3136502162046.0,789.984,9.761,84056.078,11.192,905.805,38753.21512520696,521.55,587.96,43.106673923396144,13.652289271379004,22.948840057146743,3.236614735696306,1.142934893530172,6.704537723654671,16.341247703925436,39.29008776107218
Germany,2010,8.773003938417473,8.27374915034189,DEU,80830916.0,3301123203586.0,826.705,10.228,84882.781,11.683,944.315,40839.8588924317,516.65,624.21,42.11563416158023,14.219573540955768,22.518062831418913,3.3562422902548823,1.9160218516204481,6.175806219060892,16.886945098604635,39.405007930023544
Germany,2011,10.46949074074074,6.65365117878269,DEU,80857877.0,3467712967640.0,804.542,9.95,85687.32,11.342,917.062,42886.52010539431,529.67,605.0,43.381818181818176,14.160330578512397,17.846280991735537,2.9206611570247936,3.3041322314049584,8.241322314049587,20.56694214876033,38.413223140495866
Germany,2012,9.206435944140862,7.550031093060115,DEU,80916391.0,3482225441398.0,814.093,10.061,86501.414,11.473,928.365,43034.8585541587,534.16,619.81,44.566883399751546,12.253755183039965,16.04685306787564,3.509139897710589,4.314225327116374,8.338039076491183,23.13612236007809,39.18297542795373
Germany,2013,8.620852359208524,7.484741911497042,DEU,81041581.0,3497463140441.0,831.746,10.263,87333.164,11.675,946.155,43156.403136323315,538.04,629.69,45.768552779939334,10.640156267369658,15.45045975003573,3.6525909574552555,4.862710222490431,8.3755498737474,24.130921564579392,39.58138131461513
Germany,2014,10.062728937728938,5.912569408162196,DEU,81376078.0,3574741315261.0,792.584,9.74,88125.742,11.13,905.698,43928.6508162878,521.68,618.75,44.34909090909092,9.795555555555556,15.697777777777777,3.1660606060606065,5.72929292929293,9.454545454545455,26.17050505050505,41.86828282828283
Germany,2015,9.955433455433456,7.344591374378273,DEU,82077546.0,3628073946157.0,800.823,9.757,88926.57,11.101,911.142,44203.00219693459,503.59,639.17,42.586479340394575,9.617159754056042,14.360811677644447,2.9694760392383874,5.957726426459314,12.613232786269696,29.435048578625405,43.795860256269854
Germany,2016,9.502915899324739,6.888844196383736,DEU,82760102.0,3708979940863.0,797.988,9.642,89724.562,10.962,907.177,44816.03878234708,498.3,641.52,40.80153385708941,12.567028307769048,13.192106247661803,3.203329592218481,5.854844743733633,12.457912457912458,29.481543833395683,42.67365008105749
Germany,2017,9.329680365296804,7.772877119868709,DEU,83104010.0,3808389445530.0,784.595,9.441,90509.156,10.728,891.569,45826.783154386896,469.71,644.46,37.43599292430872,13.350712224187692,11.842472767898704,3.1266486671011386,6.014337584954845,16.399776557117583,33.46677838810787,45.309251156006574
Germany,2018,10.811755233494365,7.612145412129735,DEU,83368507.0,3845758522294.0,758.771,9.101,91267.922,10.306,859.214,46129.631688066576,454.55,632.28,36.08527867400519,12.899348389953818,12.019991143164422,2.7978110963497187,7.009552729803252,17.38944771303853,35.258113494021636,47.27810463718606
Germany,2019,10.330438977327546,7.094460568145342,DEU,83559184.0,3886392581475.0,708.649,8.481,91976.57,9.67,808.001,46510.65742186999,392.51,600.09,28.57071439284107,14.99775033744938,12.509790198136944,3.287840157309737,7.535536336216234,20.978519888683365,40.18897165425186,52.698761852388806
Germany,2020,6.118573797678276,3.998741761646102,DEU,83628711.0,3742721113842.0,647.177,7.739,92623.75,8.894,743.816,44754.021305458125,355.61,566.75,23.749448610498455,16.762240846934272,11.359505955006616,3.303043670048522,8.734009704455227,23.310101455668285,44.37406263784738,55.733568592853985
Greece,2000,18.77899210686096,7.127013249578837,GRC,10782638.0,223530895992.0,102.973,9.55,2233.306,11.243,121.225,20730.631594235103,822.82,52.94,64.80921798262185,11.18247072157159,0.0,6.970154892330941,0.0,0.8500188893086513,7.820173781639592,7.820173781639592
Greece,2001,18.966971080669712,6.986910437352193,GRC,10843166.0,234861781413.0,105.361,9.717,2338.667,11.291,122.429,21659.88987100262,845.64,52.54,67.4343357441949,11.667301103920822,0.0,3.9969547011800532,0.0,1.446516939474686,5.5957365816520745,5.5957365816520745
Greece,2002,18.441828254847646,6.870265578214289,GRC,10890287.0,246267119689.0,105.0,9.642,2443.667,11.22,122.19,22613.464611997828,827.59,53.36,64.78635682158921,13.23088455772114,0.0,5.247376311844078,0.0,1.2181409295352326,6.709145427286358,6.709145427286358
Greece,2003,18.288127853881278,7.766275227352738,GRC,10918467.0,262880256421.0,109.067,9.989,2552.734,11.474,125.275,24076.663548188586,790.33,57.28,61.40013966480448,14.001396648044691,0.0,8.327513966480446,0.0,1.78072625698324,10.28282122905028,10.28282122905028
Greece,2004,18.141621129326047,6.729318056501055,GRC,10947369.0,278667908011.0,109.485,10.001,2662.219,11.543,126.361,25455.240250968065,786.16,58.22,60.76949501889386,15.441429062177948,0.0,8.021298522844383,0.0,1.9237375472346274,10.151150807282722,10.151150807282722
Greece,2005,17.929680365296804,6.902633563582263,GRC,10981340.0,282859759866.0,113.889,10.371,2776.108,11.836,129.979,25758.218930112354,782.56,58.73,60.51421760599354,13.911118678699133,0.0,8.54759066916397,0.0,2.162438276860208,10.9143538225779,10.9143538225779
Greece,2006,17.87297214569942,7.2276821403395894,GRC,11016107.0,301538680337.0,112.419,10.205,2888.527,11.635,128.17,27372.526459392597,743.14,59.41,54.30062279077597,17.858946305335802,0.0,9.863659316613365,0.0,2.8614711328059252,12.910284463894966,12.910284463894966
Greece,2007,18.758848876577407,7.15589663072766,GRC,11045737.0,314210147911.0,114.545,10.37,3003.073,11.845,130.835,28446.281847105358,776.92,62.4,55.57692307692308,22.692307692307693,0.0,4.1506410256410255,0.0,2.9166666666666665,7.355769230769231,7.355769230769231
Greece,2008,18.83287545787546,7.1202667646496005,GRC,11076874.0,315974328109.0,111.08,10.028,3114.153,11.481,127.178,28525.586560702955,758.93,62.18,53.65069154068832,22.193631392730783,0.0,5.323255065937601,0.01608234158893535,3.6024445159215186,9.247346413637827,9.247346413637827
Greece,2009,18.748546066727886,6.519028990468777,GRC,11108067.0,305101334774.0,104.319,9.391,3218.472,10.866,120.697,27466.64516643625,747.1,60.34,56.662247265495516,18.263175339741462,0.0,8.866423599602252,0.08286377195889957,4.209479615512098,13.523367583692409,13.523367583692409
Greece,2010,19.51598173515982,6.397931815968087,GRC,11124666.0,290984350750.0,97.354,8.751,3315.826,10.13,112.698,26156.681984879368,707.3,56.61,54.407348524995584,17.39975269387034,0.0,13.195548489666137,0.2826355767532238,4.7871400812577285,18.60095389507154,18.60095389507154
Greece,2011,19.012176560121766,7.872982064472864,GRC,11108838.0,266793942822.0,94.505,8.507,3410.331,9.85,109.427,24016.368122570515,725.06,58.45,53.15654405474765,24.07185628742515,0.0,6.860564585115482,1.0436270316509837,5.680068434559452,13.943541488451668,13.943541488451668
Greece,2012,15.645003494060099,9.518306044156246,GRC,11048291.0,247887031358.0,91.393,8.272,3501.724,9.551,105.525,22436.685579516325,704.06,59.91,51.92789183775663,22.500417292605576,0.0,7.327658153897512,2.8208980136871973,6.426306125855451,16.90869637790019,16.90869637790019
Hungary,2000,11.737249544626595,8.079441564308361,HUN,10190598.0,134151505450.0,58.244,5.716,3958.256,7.151,72.87,13164.242711762352,450.98,35.19,27.25206024438761,18.755328218243818,40.29553850525718,0.5115089514066496,0.0,0.0,0.6820119352088662,40.97755044046604
Hungary,2001,10.800152207001522,8.721268325471629,HUN,10166693.0,142043461403.0,59.828,5.885,4018.084,7.292,74.138,13971.451818501848,439.04,36.42,24.272377814387696,24.3272926963207,38.79736408566722,0.5216913783635365,0.0,0.0,0.7138934651290499,39.511257550796266
Hungary,2002,11.553247152970146,8.280397553083828,HUN,10138461.0,151456660939.0,58.842,5.804,4076.926,7.209,73.088,14938.821675104338,432.37,36.15,24.840940525587833,29.70954356846473,38.589211618257266,0.5255878284923928,0.0,0.0,0.6362378976486861,39.22544951590595
Hungary,2003,10.964590964590965,10.030900234358453,HUN,10108970.0,160456137012.0,61.611,6.095,4138.538,7.542,76.238,15872.649440249601,468.8,34.13,26.867858189276294,34.808086727219454,32.259009668912974,0.4980955171403457,0.0,0.0,0.9668912979783182,33.225900966891295
Hungary,2004,9.275956284153006,7.836924568322709,HUN,10085788.0,171925388770.0,59.985,5.947,4198.522,7.426,74.896,17046.30206088012,431.33,33.71,24.265796499555027,34.76713141501038,35.33076238504895,0.5932957579353307,0.0,0.02966478789676654,2.7884900622960545,38.119252447345
Hungary,2005,9.084322678843227,8.346195498500451,HUN,10065703.0,183107031890.0,60.142,5.975,4258.665,7.453,75.022,18191.181668086174,382.66,35.75,19.636363636363637,34.629370629370634,38.68531468531469,0.5594405594405595,0.0,0.027972027972027972,5.230769230769231,43.91608391608391
Hungary,2006,10.01750380517504,8.580929229716512,HUN,10049946.0,194033322767.0,59.529,5.923,4318.193,7.412,74.487,19306.90202385167,389.96,35.85,19.525801952580192,36.708507670850764,37.54532775453278,0.5299860529986052,0.0,0.11157601115760112,4.156206415620641,41.701534170153415
Hungary,2007,11.825702075702075,8.244552338533673,HUN,10034084.0,198872162765.0,58.449,5.825,4376.642,7.275,72.995,19819.662937344354,385.89,39.96,18.443443443443446,38.11311311311311,36.73673673673674,0.5255255255255254,0.0,0.2752752752752753,4.704704704704704,41.44144144144144
Hungary,2008,11.466666666666669,7.518355350768972,HUN,10016653.0,204720371926.0,57.184,5.709,4433.826,7.08,70.916,20438.001788222075,376.06,40.02,17.691154422788603,37.93103448275862,37.031484257871064,0.5247376311844077,0.0,0.49975012493753124,5.872063968015992,42.90354822588706
Hungary,2009,11.388431013431013,8.686359099722312,HUN,10001381.0,195180908684.0,51.458,5.145,4485.284,6.194,61.951,19515.395792241092,343.92,35.91,17.655249234196603,29.01698691172376,42.968532442216656,0.6404901141743248,0.0,0.9189640768588139,8.047897521581733,51.016429963798394
Hungary,2010,10.055403348554034,8.768552214316754,HUN,9979128.0,200496589291.0,51.993,5.21,4537.276,6.207,61.944,20091.594104314525,341.01,37.36,16.675588865096362,31.049250535331907,42.184154175588866,0.5085653104925054,0.0,1.4186295503211992,8.083511777301927,50.267665952890795
Hungary,2011,10.853424657534246,8.831754387820515,HUN,9946675.0,208407605976.0,50.156,5.042,4587.433,6.115,60.823,20952.48974918754,341.2,36.02,17.99000555247085,29.81676846196557,43.559133814547465,0.6107717934480844,0.0,1.7490283176013324,7.523598001110493,51.08273181565796
